track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Automatic Lover,Real McCoy,spotify:track:7CEPvXcCMeCSBrMI72ayLm,0.688,0.98,5,-4.862,0,0.034,0.0693,0.462,0.16,0.538,132.992,4
Automatic Man,Bad Religion,spotify:track:2W852Ax2YYdzFMJVXaG45G,0.321,0.99,2,-2.461,1,0.194,0.00384,0,0.579,0.375,160.695,4
Automatic Stop,Strokes,spotify:track:6DUKQUhWqUySYngLXLNwP2,0.675,0.535,1,-6.109,1,0.0376,0.00329,0.719,0.104,0.914,105.921,4
Autonomy,Offspring,spotify:track:1Mut9K9qFSAkC8T7JOT27V,0.484,0.885,11,-5.925,0,0.0376,9.55e-06,0.825,0.105,0.864,147.768,4
Autumn Almanac,Kinks,spotify:track:3mI7yXr0F6nKCS0eag4DPI,0.667,0.56,9,-7.314,1,0.0468,0.476,0,0.113,0.633,118.874,4
Autumn in New York,Frank Sinatra,spotify:track:2P08TIRaL1PnIHbbDnCIwt,0.152,0.135,5,-17.624,1,0.0361,0.826,0.00369,0.346,0.16,54.962,5
Autumn Leaves,Frank Sinatra,spotify:track:1Yv6PMPkvLdCIFbm9kanaz,0.216,0.105,2,-17.766,0,0.0319,0.868,4.84e-05,0.181,0.0774,81.422,4
Autumn Leaves,Bill Evans,spotify:track:7JtcCde09fsajDNHmPFrX7,0.611,0.24,7,-16.534,0,0.0387,0.951,0.773,0.0815,0.586,102.436,4
Autumn Leaves,Joseph Kosma,spotify:track:20veCgfcfMDXYpDSJ6MUaH,0.332,0.27,4,-16.699,0,0.04,0.791,0.0912,0.102,0.181,102.765,4
Autumn Leaves (LesFeuilles Mortes),Chet Atkins,spotify:track:2fQW2FbB3kvNDZckv0Z3Tr,0.411,0.222,0,-17.066,0,0.0343,0.966,0.893,0.17,0.611,161.151,4
Autumn Shade,Vines,spotify:track:761VTNgliYbiXKsCMKRuJ4,0.362,0.594,5,-7.043,1,0.0302,0.402,0.026,0.352,0.162,133.353,4
Autumn Shade Part 2,Vines,spotify:track:761VTNgliYbiXKsCMKRuJ4,0.362,0.594,5,-7.043,1,0.0302,0.402,0.026,0.352,0.162,133.353,4
Aux Suivants (Live),Matthieu Chedid,spotify:track:3GZ3uDUsvhho8n3ccAPjqP,0.266,0.32,5,-11.345,0,0.0357,0.884,0.00485,0.0955,0.16,120.189,3
Ava Adore,Smashing Pumpkins,spotify:track:7iq7ApeTOV31rE8bULHrhx,0.594,0.91,5,-4.268,0,0.0596,0.000673,0.12,0.0757,0.826,79.947,4
Ava Adore (2),Smashing Pumpkins,spotify:track:55D8yH33Qi0ck99i2mC9pH,0.545,0.854,10,-8.43,0,0.045,0.000105,0.827,0.131,0.85,160.004,4
Available Light,Rush,spotify:track:4SlnNQPVOovAOpdvCby1ov,0.695,0.76,9,-6.697,0,0.0364,0.018,0.0797,0.177,0.751,129.816,4
Avalon,Chet Atkins,spotify:track:6e4xDDFl28rkLi2CIqGL6i,0.502,0.345,5,-16.483,1,0.0776,0.897,0.0154,0.895,0.841,114.8,4
Avalon,Blackmores Night,spotify:track:6LO4Np1OdMZwloP2qDsiEQ,0.573,0.322,6,-11.586,1,0.0278,0.652,8.17e-06,0.0777,0.446,85.837,4
Ave Maria,Carpenters,spotify:track:0rupGBw3H8SG5iB415ZTvE,0.217,0.29,8,-9.819,1,0.033,0.905,0.000372,0.0803,0.0574,90.11,5
Ave Maria,Beyonce,spotify:track:6DwN81QZmeuwwH4cGssrjl,0.264,0.414,0,-9.563,1,0.0299,0.783,0,0.122,0.192,76.38,4
Ave Maria No Morro,Scorpions,spotify:track:6r7sEDR6x0VQIUZMl63Xtd,0.273,0.537,7,-4.399,1,0.0295,0.563,0.000381,0.603,0.337,95.114,4
Avengers,Tv Themes,spotify:track:2X2c3CpF71Y5fYIucyaFQc,0.632,0.644,0,-10.781,1,0.029,0.0163,0.924,0.257,0.861,130.027,4
Avengers,Movie Themes,spotify:track:3TUsgb3wKiyA1Xq5DWdshy,0.104,0.291,4,-14.284,0,0.0329,0.0237,0.942,0.0886,0.0287,75.198,4
Avenida Del Mar,Rippingtons,spotify:track:6LiMsffVJJBp38cm3TOCs5,0.615,0.95,2,-5.76,0,0.0824,0.13,0.225,0.269,0.652,134.932,4
Aventura - La boda,Aventura,spotify:track:0PEZXEdmgrT2vrrExaaHhS,0.842,0.898,9,-3.096,0,0.0796,0.526,9.61e-05,0.929,0.908,95.005,4
Avenues & Alleyways,Rancid,spotify:track:5tBIIPQKwYIRJOrHHRzhYl,0.348,0.985,7,-3.815,1,0.168,0.00871,0.000241,0.244,0.148,164.411,4
Avoid The Light,Pantera,spotify:track:7BkWSwQXa1hSa3c2fqBjwu,0.243,0.816,5,-6.509,1,0.0519,0.00111,0.309,0.36,0.186,108.932,4
Avon,Queens Of Stone Age,spotify:track:5xWSuhvOJUaO3zrXYxsSAS,0.488,0.876,3,-4.765,1,0.039,0.0024,0.677,0.307,0.453,132.313,4
Avon (2),Queens Of Stone Age,spotify:track:0lD8P1h7SfAlOWn0BTod0a,0.315,0.979,10,-4.434,0,0.136,0.0894,0.0816,0.966,0.119,139.838,4
avril 14th,Artists / Bands,spotify:track:4BN4eqlL0VzTBW0QUo9ChQ,0.434,0.508,8,-11.2,1,0.0278,0.00461,0.552,0.166,0.142,77.497,4
Awake,Godsmack,spotify:track:0qj98qLGaiaOwrB3sFZvRt,0.401,0.761,5,-4.158,1,0.0529,2.21e-05,0.0056,0.263,0.501,112.087,4
Awake,Sound Garden,spotify:track:1kZE5VAvBOBNbwWzam1dIV,0.568,0.626,4,-12.019,0,0.0391,0.311,0.148,0.106,0.208,124.531,3
Awake Alive,Artists / Bands,spotify:track:0nkzd3yNniB767zSDDdLZ3,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,4
Awake And Nervous,IQ,spotify:track:6fyXNGXhUHrLiWtVeMwAPh,0.184,0.602,9,-11.559,1,0.0453,0.086,0.02,0.402,0.28,88.311,4
Awaken,Yes,spotify:track:5QzZDAATnQhIEQSyktZFEU,0.229,0.522,4,-9.415,0,0.0364,0.152,0.00373,0.366,0.0758,137.436,3
Awaken,Disturbed,spotify:track:2GryLec2PG5oj1vlihxJqx,0.656,0.978,8,-4.143,0,0.0736,0.000943,0.000153,0.229,0.668,99.051,4
Awakening,Final Fantasy III,spotify:track:1owrtJbzA93pMl5bHYzRVD,0.639,0.284,9,-20.67,0,0.0453,0.00777,0.907,0.14,0.654,148.075,4
Awakenings,Symphony X,spotify:track:5MctPInHDRIwUVZDBCMtMc,0.54,0.816,7,-6.651,1,0.0431,0.000856,0.00395,0.123,0.19,128.108,3
Away,Cranberries,spotify:track:1LgaR36HsvkNKF51mnWXlL,0.324,0.308,5,-14.198,1,0.0294,0.0223,7.65e-05,0.145,0.48,167.117,4
Away,Michael W Smith,spotify:track:6RIEAB3gIuG6fjYInAxjEt,0.446,0.422,9,-8.384,1,0.0297,0.0352,0.000514,0.108,0.172,147.995,4
Away,Nightwish,spotify:track:4004xnMLj5QGxWvu6JPcJ7,0.224,0.915,4,-3.299,0,0.0696,0.000313,0.000285,0.0916,0.381,101.766,3
Away And Anywhere,Red Hot Chili Peppers,spotify:track:2pQks71qpTxbXojT4VIFta,0.656,0.0459,0,-17.459,0,0.108,0.863,0.705,0.159,0.2,83.969,4
Away From Me,Puddle Of Mudd,spotify:track:2PcI5f8KWCnPD988CTK2Gz,0.39,0.937,8,-3.457,1,0.1,0.000314,0,0.158,0.161,154.771,4
Away From The Sun,3 Doors Down,spotify:track:3THdexHRmED4euIY91Zrxc,0.541,0.677,0,-6.211,1,0.0271,0.0244,0,0.0854,0.237,131.922,4
Away In A Manger,Christmas,spotify:track:0aldopoAurehJG5TyhNPy9,0.383,0.061,4,-17.863,1,0.0449,0.98,0.963,0.0938,0.202,80.493,1
Awkward Last Words,Armor For Sleep,spotify:track:7yDsAjGvfCCOgk8YAznnuU,0.34,0.822,8,-4.975,0,0.0997,0.000251,0,0.184,0.312,167.273,4
Axel F,Crazy Frog,spotify:track:0Bo5fjMtTfCD8vHGebivqc,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,4
"Axel F - Harold Faltermeyer (Beverly Hills Cop) (Piano, Drums)",Movie Themes,spotify:track:57MYQcPfR0H7r0nPPLQ3Ro,0.801,0.613,1,-12.107,1,0.072,0.0196,0.855,0.0733,0.604,117.458,4
Axiom,Rancid,spotify:track:5eeXMqzi0LnWSyDtdSQq5Y,0.245,0.979,5,-3.182,0,0.0878,0.000145,0.000394,0.457,0.579,174.795,4
Axis Bold As Love,Jimi Hendrix,spotify:track:0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,4
Ayer,Gloria Estefan,spotify:track:63nCIwYy563w9Y24GbMehz,0.555,0.637,8,-8.121,0,0.0505,0.425,0,0.0602,0.862,165.961,4
Ayla's Theme,Chrono Trigger,spotify:track:1noaC3tEkAgLnKzAjCR37X,0.704,0.463,4,-11.99,0,0.335,0.515,0.945,0.0667,0.578,167.709,4
Azerbaijan,National Anthems,spotify:track:6zRkMZMoys1fUolpBf6AG3,0.189,0.187,1,-15.603,0,0.0301,0.679,0.868,0.0535,0.217,91.902,3
Azwethinkweiz,Incubus,spotify:track:5uGDchRfwnxw6LN7Tovyue,0.57,0.939,11,-5.753,0,0.0498,0.0558,0.00936,0.256,0.869,123.268,4
B.Y.O.B.,System Of A Down,spotify:track:0EYOdF5FCkgOJJla8DI2Md,0.538,0.981,1,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,4
Bab's Uvula Who,Green Day,spotify:track:2uARrCX71Zl7JspUN2KuPZ,0.494,0.932,8,-4.606,0,0.0542,0.000186,4.04e-05,0.0248,0.972,96.215,4
Baba,Alanis Morissette,spotify:track:60usyT7p4x6HJnbqzsUyEM,0.467,0.676,11,-7.25,1,0.0412,0.0014,1.28e-06,0.128,0.54,131.484,4
Baba O'Riley,Who,spotify:track:3qiyyUfYe7CRYLucrPmulD,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
Baba Oriely,Who,spotify:track:3qiyyUfYe7CRYLucrPmulD,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
Baba ORiley,Nirvana,spotify:track:2nBaYJJ92bHTsT1AnMkuZf,0.75,0.144,5,-16.927,1,0.0833,0.993,0.892,0.129,0.337,115.969,4
Babaji,Supertramp,spotify:track:5OzYi2jOFdouhyovank4wj,0.513,0.544,0,-7.3,0,0.033,0.256,0,0.0862,0.475,115.856,4
Babar,Tv Themes,spotify:track:6dMO8OoJbadbX9ADWZ8dWg,0.638,0.969,5,-2.2,0,0.0353,0.264,0.567,0.124,0.334,128.024,4
Babe,Styx,spotify:track:5W7YROOF6bFfBexY81LFjt,0.267,0.204,2,-13.714,1,0.0317,0.527,0,0.0924,0.0903,169.486,4
Babe,Take That,spotify:track:3jGTua1brraVUrUOioMqLS,0.442,0.384,4,-12.243,0,0.0299,0.119,0,0.0981,0.144,145.943,4
Babe Im Gonna Leave You,Led Zeppelin,spotify:track:4OMu5a8sFpcRCPCcsoEaov,0.404,0.435,4,-12.045,0,0.0323,0.246,0.00074,0.156,0.156,136.058,4
Babe Were Gonna Love Tonight,Lime,spotify:track:6jhy2hQxE7I47k7B9vxWtN,0.736,0.812,9,-9.6,0,0.0337,0.000171,0.0797,0.594,0.715,131.523,4
Babes In Toyland,Movie Themes,spotify:track:28OoZRTApu4EiL1aYzpRmT,0.306,0.573,5,-7.889,1,0.0429,0.978,0.95,0.162,0.461,62.341,4
Babies,Pulp,spotify:track:4j3obTRIyR7QzvdeQz9vaO,0.302,0.854,2,-6.619,1,0.0757,0.102,1.45e-06,0.0835,0.589,156.278,4
Babooshka,Kate Bush,spotify:track:53Mz9H5UvWMQUXHZnaZYKQ,0.466,0.439,5,-8.892,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173,4
Babushka,Steve Vai,spotify:track:1Q0E61KoKId3MIVSsX5Yxy,0.568,0.62,5,-10.383,1,0.0901,0.207,0.0748,0.865,0.485,135.039,4
Baby,Justin Bieber,spotify:track:11WjHovGMlokOT3ydVnxNa,0.731,0.842,5,-5.358,0,0.113,0.0457,0,0.0988,0.473,65.027,4
Baby Appeal,Red Hot Chili Peppers,spotify:track:51G0OWdttZATq5WutoSFe1,0.738,0.931,4,-4.675,0,0.108,0.025,0,0.0658,0.692,90.61,4
Baby Baby,Amy Grant,spotify:track:3IDsegNBHC4pjGCOMTQYlU,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,4
baby bash - suga suga,Artists / Bands,spotify:track:6Nq5lE0CeOAAAqN4qhkbZU,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,4
Baby Been Around A Bit,Poison,spotify:track:3GPdZmtGbU8vE2y3R5uDrB,0.347,0.146,9,-21.799,0,0.0473,0.938,0.0307,0.279,0.158,88.094,4
Baby Blue,Badfinger,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4
Baby Blue,George Strait,spotify:track:6BSEVY9qCGbylMHORmLBSD,0.462,0.435,4,-11.031,1,0.0275,0.55,7.73e-06,0.068,0.325,131.033,4
Baby Blue,Jimmy Little,spotify:track:3UhUwLYNZ9AyoCbXjOdY6s,0.583,0.331,8,-10.19,1,0.0319,0.193,0.0201,0.381,0.624,116.447,4
Baby Blue,Bad English,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4
Baby Blue,White Stripes,spotify:track:1xk2N7LEFCiPRPnkcE4hMi,0.68,0.534,4,-7.98,1,0.065,0.537,0.729,0.251,0.198,175.116,4
Baby Blue,Bad Finger,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4
Baby Blues,Cranberries,spotify:track:4w4CWtqi6L40oIo4axtSBG,0.485,0.806,2,-5.789,1,0.0298,0.23,8.66e-06,0.0904,0.703,140.018,4
Baby Boomerang,T. Rex,spotify:track:2Xt01uDt948SnJQGPiUOSO,0.582,0.832,9,-7.835,1,0.303,0.079,1.3e-06,0.128,0.757,133.574,4
Baby Boy,Beyonce,spotify:track:4WY3HyGXsWqjFRCVD6gnTe,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,4
Baby Can I Hold You Tonight,Boyzone,spotify:track:59XqA0QB5YCTflfzZ6SYk0,0.55,0.474,0,-9.841,1,0.0277,0.511,0.00417,0.0926,0.5,150.001,4
Baby Can I Hold You Tonight,Tracy Chapman,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,4
Baby Come Back,Player,spotify:track:41sGGCCoHI2GLV9qadX80A,0.646,0.602,5,-10.238,0,0.0758,0.0599,1.7e-05,0.0956,0.543,156.101,4
Baby Come To Me,Patti Austin,spotify:track:65bvH7egzl7h9f7uJmqGV4,0.631,0.505,7,-12.083,0,0.0903,0.553,0,0.137,0.687,90.204,4
Baby Dont Cry,2 Pac,spotify:track:3y5pef5Z472KoYxaSdig9I,0.88,0.757,8,-3.825,1,0.24,0.189,0,0.0932,0.863,94.009,4
Baby Dream In Cellophane,Porcupine Tree,spotify:track:4VILEMvpmIoB59NAL3a5j5,0.363,0.41,2,-8.621,0,0.0306,0.459,0.818,0.134,0.0778,149.914,3
Baby Elian (Acoustic),Manic Street Preachers,spotify:track:1ex2Arv4KWqylKCycv2KZL,0.649,0.854,9,-7.785,1,0.0502,0.000586,0.0574,0.14,0.45,131.568,4
Baby Girls Window,Robbie Williams,spotify:track:1BT7JoNzNQC1YXNRVXaxzr,0.568,2.03e-05,2,-12.069,1,0.185,0.596,7.75e-06,0.362,0.439,84.909,4
Baby Gotterdamerung (Live),Monster Magnet,spotify:track:6CEPyYcV6SOaCUxo1SjWLz,0.486,0.644,8,-7.897,1,0.0319,0.0633,0.00491,0.622,0.293,137.189,4
Baby Grand,Billy Joel,spotify:track:6B8r8owVznneehISUGzJFD,0.336,0.355,5,-11.783,1,0.0362,0.516,1.7e-06,0.13,0.136,67.765,4
Baby Grand Blues,Ray Charles,spotify:track:00expz17oEZ8lZsGJHhrMy,0.417,0.335,5,-12.714,1,0.0316,0.429,5.3e-06,0.133,0.145,103.986,3
Baby heaven sent me You,Freddy Fender,spotify:track:1rTwYhwTZFsvUr7tAjdQvB,0.694,0.833,2,-5.141,1,0.0632,0.0225,0,0.119,0.469,98.016,4
Baby I Love You,Jennifer Lopez,spotify:track:3SWAYmNlKDAyJUhtDk5uhN,0.832,0.683,2,-6.335,1,0.0449,0.0144,0.155,0.0578,0.37,111.978,3
Baby I Need Your Lovin,Four Tops,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,4
Baby Im A Want You,Bread,spotify:track:4W5lyLKuLaI9U9TiU19HUa,0.539,0.479,8,-10.632,1,0.0289,0.452,0,0.113,0.555,144.302,4
Baby Im An Anarchist,Against Me,spotify:track:0uSwAqfR6cBDj5BRP6L3Vx,0.466,0.736,0,-7.423,1,0.358,0.194,0,0.682,0.499,78.99,4
Baby Im Your Nightmare,Rage,spotify:track:18WWedmV1uPvl8PfmaLPBB,0.319,0.929,10,-5.821,1,0.093,0.00181,0.54,0.119,0.229,139.624,4
Baby It's You,Beatles,spotify:track:2VmB1rF9FtfKUmFHDVnq8Q,0.608,0.494,4,-12.211,0,0.0345,0.778,0,0.0926,0.879,112.421,4
Baby Jane,Rod Stewart,spotify:track:1wrT33b6HuKlpk9ziscEUY,0.641,0.796,2,-8.56,0,0.0407,0.0137,0.000115,0.358,0.727,123.229,4
Baby likes to rock it,Tractors,spotify:track:2kQtKFkPMdL5Jf7xk4T9SI,0.573,0.946,5,-6.178,1,0.0369,0.165,0.00028,0.13,0.964,79.966,4
Baby Love,Supremes,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,4
Baby Make It Soon,Marmalade,spotify:track:51HtYUvsAwCxoUGr0sMxXQ,0.511,0.389,7,-11.786,1,0.0261,0.343,0,0.207,0.452,93.44,4
Baby Mine,Alison Krauss,spotify:track:7GJ8aXAGdfjo2OAh6XreB6,0.362,0.242,11,-11.356,1,0.0299,0.906,9.28e-06,0.098,0.247,184.428,3
Baby Please Dont Go,AC DC,spotify:track:1jyznfH2Lp3TrIHx5cFQwv,0.582,0.851,0,-5.637,1,0.0784,0.00014,0.338,0.23,0.663,120.707,4
Baby Whats Wrong,Eric Clapton,spotify:track:6zC0mpGYwbNTpk9SKwh08f,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4
Baby When The Light,David Guetta,spotify:track:5bJ3imTI0ErWNsFWEgi5F8,0.588,0.749,0,-7.621,1,0.035,0.0264,0,0.139,0.248,129.959,4
Baby your baby,George Strait,spotify:track:4z5eRXrNKYAhjtuJA49REb,0.793,0.544,6,-11.928,1,0.0265,0.423,0.00021,0.083,0.942,105.537,4
Baby Youre A Rich Man,Beatles,spotify:track:0JBvtprXP2Z0LP3jmzA7Xp,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,4
Baby's Got Her Blue Jeans On,Mel Mcdaniel,spotify:track:56BG1hMSEkIN7IA2E4xNuN,0.871,0.714,10,-6.413,1,0.0307,0.237,1.94e-06,0.072,0.962,106.797,4
Baby's gotten Good at Goodbye,Reba McEntire,spotify:track:56rkRjVH9cQN5vefcDUCra,0.645,0.248,4,-13.09,1,0.0324,0.476,6.03e-05,0.065,0.259,116.808,3
Baby's gotten good at goodbyes,George Strait,spotify:track:1zDdz9Ob7uSia00uUfm8O3,0.468,0.41,3,-11.782,1,0.028,0.587,6.27e-06,0.0699,0.519,183.898,4
"Baby, One More Time",Britney Spears,spotify:track:7ivcErBeiNV6KmXatTz8X7,0.756,0.736,0,-4.796,0,0.0312,0.184,9.89e-05,0.485,0.895,92.972,4
"Baby, What a Big Surprise",Chicago,spotify:track:11dAtktxQQzipxuLqljEfY,0.42,0.451,5,-4.351,1,0.0289,0.053,2.32e-06,0.137,0.396,74.353,4
Babydoll,Devo,spotify:track:5K3SJuYEkvvrLbzOjPyRi1,0.552,0.582,11,-5.535,1,0.0404,0.0813,0.205,0.177,0.538,105.483,4
Babyface,U2,spotify:track:0eF801IbnGoiHMlGjaLlZ0,0.72,0.403,11,-14.408,0,0.037,0.0119,0.0648,0.155,0.504,98.802,4
Babyface,U2,spotify:track:0eF801IbnGoiHMlGjaLlZ0,0.72,0.403,11,-14.408,0,0.037,0.0119,0.0648,0.155,0.504,98.802,4
Babylon,David Gray,spotify:track:5jLqVCGlKNYrLqCA1Qy4FV,0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,4
Babylon Sisters,Steely Dan,spotify:track:1YNhmLrfv9fOyv7ClZ0Gre,0.664,0.423,10,-10.367,1,0.0591,0.302,0.00304,0.0731,0.533,61.064,4
Babylon5,Tv Themes,spotify:track:2L5MttAk6POZ6ctm0KMMGP,0.135,0.744,0,-8.08,1,0.0634,0.0102,0.938,0.598,0.136,100.786,4
Babys Got A Temper,Prodigy,spotify:track:3uQ4QuEuqy47UW85DpkmCZ,0.567,0.952,6,-5.634,1,0.0465,0.000495,0.0451,0.338,0.497,105.957,4
Babys Got Her Blue Jeans On,Conway Twitty,spotify:track:5Q8o6h47zPXXaF0KiM84IY,0.762,0.694,10,-9.971,1,0.0304,0.0949,2.3e-06,0.078,0.961,107.647,4
Babys In Black,Beatles,spotify:track:7cb2SdLm1UMLwdUoWwrZN1,0.374,0.596,9,-7.666,1,0.0416,0.434,0,0.098,0.876,202.97,3
Bacchus Plateau,Rush,spotify:track:5sosmHw7mSRh0ID9VaY78J,0.719,0.454,2,-8.091,0,0.031,0.223,4.55e-05,0.134,0.294,105.032,4
Bachelorette,Bjork,spotify:track:30j9ij28SJum1lp740MsHS,0.46,0.912,0,-4.353,0,0.0694,0.0556,8.52e-06,0.105,0.34,96.957,4
Back And Forth,Aaliyah,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,4
Back And Forth,Cameo,spotify:track:2m9oEvjYdhuF3KATDbYgWB,0.908,0.424,6,-13.362,0,0.0485,0.0495,0.00636,0.0467,0.941,112.142,4
Back At One,Brian McKnight,spotify:track:6mwA6YiKDjAUG8kWvRRUPh,0.661,0.346,11,-9.115,1,0.03,0.452,0,0.131,0.256,129.752,4
Back For Good,Take That,spotify:track:6vcdzohhBSbNdsZBh5IRpQ,0.601,0.504,5,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,4
Back For More,Ratt,spotify:track:5hkp0pVw4tjous2QeOQi7W,0.609,0.789,8,-6.719,0,0.0422,0.000139,0.000135,0.143,0.405,120.869,4
Back Here,BBMak,spotify:track:4D6bsg0MqGF0PIZLgDydWp,0.623,0.909,7,-4.78,1,0.0312,0.0717,3.17e-05,0.0579,0.958,104.617,4
Back Home,Yellowcard,spotify:track:74CZd8Sqdyh5vs7Zni81fy,0.313,0.778,2,-4.322,1,0.0344,9.77e-05,0,0.114,0.266,87.891,4
Back Home Again,John Denver,spotify:track:721gOIOYPYJIGw2LLvLjsd,0.528,0.305,4,-11.671,1,0.0301,0.837,3.03e-06,0.113,0.549,117.828,4
Back home again in Indiana,Chet Atkins,spotify:track:5yZafDaMTQ3HHbj6qCVUFd,0.79,0.362,0,-11.947,1,0.0384,0.788,0.178,0.119,0.673,109.976,5
Back In Baby's Arms,Patsy Cline,spotify:track:0sLeL8h8khqsUn3fjKPUZa,0.704,0.234,8,-21.506,1,0.0322,0.717,0,0.0642,0.742,102.423,4
Back In Baby's Arms,Patsy Cline,spotify:track:0sLeL8h8khqsUn3fjKPUZa,0.704,0.234,8,-21.506,1,0.0322,0.717,0,0.0642,0.742,102.423,4
Back In Black,AC DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
Back In Black (2),AC DC,spotify:track:2iEGj7kAwH7HAa5epwYwLB,0.437,0.713,9,-5.698,1,0.0353,0.00945,0.00967,0.0946,0.77,93.618,4
Back In Black (3),AC DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
Back In Black (4),AC DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
Back In Black (5),AC DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
Back In My Life,Alice Deejay,spotify:track:2es5efbIHrLOLcdmBmpoiR,0.574,0.884,0,-6.53,1,0.0338,0.000142,0.85,0.167,0.476,137.967,4
Back In N.Y.C.,Genesis,spotify:track:7sTiOuLSwilaRVMqUCTlLG,0.4,0.817,7,-5.337,1,0.0679,0.171,9.08e-06,0.204,0.663,126.333,4
Back In The Day,Local H,spotify:track:5itHOIzWZUrcZ61wEgBkDM,0.36,0.969,11,-7.111,1,0.133,3.71e-05,0.878,0.0669,0.332,169.749,4
Back In The Saddle Again,Gene Autrey,spotify:track:37r8I8dKivV5jZK0LXEfgQ,0.312,0.171,0,-14.443,1,0.0348,0.984,0.524,0.131,0.696,203.376,4
Back in the U.S.S.R.,Beatles,spotify:track:0j3p1p06deJ7f9xmJ9yG22,0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,4
Back In The UK,Scooter,spotify:track:1UrVg4nuTU1zHlyF26Nf0w,0.472,0.952,7,-7.121,1,0.0657,0.00148,0.00257,0.362,0.335,180.005,4
Back In The Usa,Chuck Berry,spotify:track:114gCJP9NGrrs5gjPU8RTi,0.592,0.823,8,-6.165,1,0.0848,0.768,0.000541,0.0827,0.962,170.011,4
Back In The Village,Iron Maiden,spotify:track:7BwF7gYU3jbDondQXu8eKo,0.347,0.98,7,-4.614,1,0.0706,0.00261,0.000302,0.246,0.551,131.791,4
Back In Time,Eiffel 65,spotify:track:3a0xg3z4Okvu7uqLBmsMD1,0.796,0.962,3,-8.618,0,0.0432,0.0874,9.36e-05,0.296,0.793,133.986,4
Back O Da Bus,Limp Bizkit,spotify:track:4qLMp9oyirv4hGS3rYFJtM,0.77,0.853,2,-1.868,0,0.125,0.218,0,0.272,0.826,127.057,4
Back Off Bitch,Guns N Roses,spotify:track:4ZAuNpHeMIWNrBCPcCrzoq,0.455,0.991,8,-5.842,1,0.124,0.0102,0.817,0.0703,0.148,144.908,4
Back On The Chain Gang,Pretenders,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,4
Back Roads,Ricky Van Shelton,spotify:track:1qJxkZIdZCbQFdOjCiOjKc,0.621,0.768,7,-10.054,1,0.031,0.601,0,0.167,0.969,164.954,4
Back Street Affair,Billy Wallace,spotify:track:0UHHQRrBbJMt2nXS4yy2Ng,0.617,0.262,5,-10.257,1,0.0304,0.911,8.95e-06,0.0837,0.564,110.873,4
